,IDN,ISBN,year,author,language,original language,title,uniform title,publisher,country
15726,990014416600603338,9788392504009,2007,"Jelinek, Elfriede",pol,ger,Śmierć i dziewczyna I - V,<<Der >> Tod und das Mädchen I - V,Kraków,XA-PL
15727,990008590520603338,8389755416,2006,"Pollack, Martin",pol,ger,Śmierć w bunkrze,<<Der>> Tote im Bunker,Wołowiec,XA-PL
15728,9958899745703338,fail,1951,"Werfel, Franz",scr,ger,Smrt malograđanina,<<Der>> Tod des Kleinbürgers,Zagreb,XA-YUCS
15732,990039194900603338,9788080891886,2008,"Brezina, Thomas",slo,ger,Smrtiaca hmla,Wenn der graue Nebel kommt,Bratislava,XA-SK
15733,990017550650603338,8611177770,2007,"Karlin, Alma M.",slv,ger,Smrtonosni trn,<<Der>> Todesdorn und andere seltsame Erlebnisse aus Peru und Panama,Ljubljana,XA-SI
15736,990048081070603338,8683353060,2000,"Kafka, Franz",srp,ger,Snovi,fail,Beograd,XA-SP
15738,990011878310603338,1857549449,2007,"Celan, Paul",eng,ger,Snow part,fail,Manchester,XA-GB
15744,990015703110603338,9788420687315,2008,"Rilke, Rainer Maria",spa,ger,Sobre el amor,Über die Liebe,Madrid,XA-ES
15745,990017264610603338,8845914933,2005,"Bernhard, Thomas",ita,ger,<<Il>> soccombente,<<Der>> Untergeher,Milano,XA-IT
15749,990017261470603338,8845920380,2006,"Lernet-Holenia, Alexander",ita,ger,<<Un>> sogno in rosso,<<Ein>> Traum in Rot,Milano,XA-IT
15754,990008235890603338,8937460653,[2002],"Handke, Peter",kor,ger,Somang eobsneun bulhaeng,Wunschloses Unglück,Seoul,XB-KR
15762,990006974450603338,8475177670,2003,"Rilke, Rainer Maria",ger,ger,<<Los>> sonetos a Orfeo,<<Die>> Sonette an Orpheus,Madrid,XA-ES
15764,990007855000603338,9529912706,2003,"Rilke, Rainer Maria",ger,ger,<<Die>> Sonette an Orpheus,<<Die>> Sonette an Orpheus,Helsinki,XA-FI
15769,990006906340603338,fail,2003,"Rilke, Rainer Maria",cze,ger,Sonety Orfeovi,<<Die>> Sonette an Orpheus,Praha,XA-CZ
15770,990013150930603338,9781586171711,2006,"Werfel, Franz",eng,ger,<<The>> song of Bernadette,<<Das>> Lied von Bernadette,"San Francsico, Calif.",XD-US
15775,990008078610603338,290800755X,2001,"Rilke, Rainer Maria",fre,ger,<<Les>> sonnets à Orphée,<<Die>> Sonette an Orpheus,Fontaine-lès-Dijon,XA-FR
15776,990013645850603338,1589661605,2007,"Rilke, Rainer Maria",eng,ger,Sonnets to Orpheus,Sonette an Orpheus,"Scranton, Pa. [u.a.]",XD-US
15784,990015665810603338,9788888700939,2008,"Kehlmann, Daniel",ita,ger,Sotto il sole,Unter der Sonne,Roma,XA-IT
15786,990012273890603338,8817124656,2006,"Schnitzler, Arthur",ita,ger,<<Il>> sottotenente Gustl,Leutnant Gustl,Milano,XA-IT
15790,990017630340603338,041357850X,1985,"Lind, Jakov",eng,ger,Soul of wood,<<Eine>> Seele aus Holz,London,XA-GB
15806,990007656760603338,1862076766,2004,"Roth, Joseph",eng,ger,<<The>> spider's web,fail,London,XA-GB
15816,990008608450603338,8779731244,2005,"Jelinek, Elfriede",dan,ger,Spillelærerinden,<<Die>> Klavierspielerin,København,XA-DK
15821,990015045720603338,1904738273,2008,"Glauser, Friedrich",eng,ger,<<The>> spoke,Krock & Co.,London,XA-GB
15823,990014080530603338,9639378534,2006,"Jelinek, Elfriede",hun,ger,<<Egy>> sportdarab,<<Ein>> Sportstück,Budapest,XA-HU
15825,990016591540603338,9788090384255,2008,"Jelinek, Elfriede",cze,ger,Sportštyk,<<Ein>> Sportstück,Praha,XA-CZ
15826,990046460310603338,8310110502,2005,"Welsh, Renate",pol,ger,Spotkanie z Wampiurkiem,Wiedersehen mit Vamperl,Warszawa,XA-PL
15862,990016049650603338,8674730582,2001,"Bernhard, Thomas",scc,ger,Stari majstori,Alte Meister,Novi Sad,XA-SP
15865,990017238810603338,9789612421670,2008,"Bernhard, Thomas",slv,ger,Stari mojstri,Alte Meister,Ljubljana,XA-SI
15868,990014074370603338,9984059316,2005,"Kafka, Franz",lav,ger,Stāsti,fail,[Rīgā],XA-LV
15869,990050306700603338,9789984400501,2007,"Nöstlinger, Christine",lav,ger,Stāsts par pingvīnu,<<Die>> Geschichten von der Geschichte vom Pinguin,Rīgā,XA-LV
15872,990008634980603338,0735820481,2006,fail,eng,ger,"Stay in bed, Davy",fail,"New York, NY [u.a.]",XD-US
15881,990014439630603338,9979788046,2005,"Bernhard, Thomas",ice,ger,Steinsteypa,Beton,Reykjavík,XA-IS
15883,990014453860603338,9789603294412,2006,"Kafka, Franz",gre,ger,Stēn apoikia tōn timōrēmenōn,"In der Strafkolonie <griech., neugriech.>",Athēna,XA-GR
15885,990006133780603338,1873982178,1995,"Rosendorfer, Herbert",eng,ger,"Stephanie, or, A previous existence",Stephanie und das vorige Leben,Sawtry,XA-GB
15889,990007448430603338,3928788450,2004,"Burg, Josef",ger,yid,Sterne altern nicht,fail,Winsen/Luhe,XA-DE
15901,990016086580603338,9789601702124,2007,"Hofmannsthal, Hugo <<von>>",ger,ger,Stigmes stēn Hellada,Griechenland,Athēna,XA-GR
15907,990015795110603338,9783492050722,2008,"Barceló, Elia",ger,spa,<<Die>> Stimmen der Vergangenheit,<<El>> vuelo del hipogrifo,München [u.a.],XA-DE
15912,990014870650603338,8870185869,2006,"Wassermann, Jakob",ita,ger,Storia di un tedesco ebreo,Mein Weg als Deutscher und Jude,Genova,XA-IT
15914,990006273830603338,1590300386,2003,"Rilke, Rainer Maria",eng,ger,Stories of God,Geschichten vom lieben Gott,"Boston, Mass. [u.a.]",XD-US
15922,990015712960603338,9789532660227,2007,"Handke, Peter",scr,ger,Strah golmana pred jedanaestercem,<<Die>> Angst des Tormanns beim Elfmeter,Zaprešić,XA-HR
15924,990044700370603338,9536415437,2006,"Ransmayr, Christoph",scr,ger,Strahote leda i tame,<<Die>> Schrecken des Eises und der Finsternis,Zagreb,XA-HR
15927,990039195320603338,8088822718,2003,"Brezina, Thomas",slo,ger,Strašidelná rodina,Familie Fürchterlich,[Senica],XA-SK
15940,990036510330603338,9789985656600,2008,"Doderer, Heimito <<von>>",est,ger,Strudlhofi trepp ehk Melzer ja aastate sügavus,<<Die>> Strudlhofstiege oder Melzer und die Tiefe der Jahre,Tallinn,XA-EE
15949,990016632470603338,9789045010397,2008,"Doderer, Heimito <<von>>",dut,ger,<<De>> Strudlhoftrappen of Melzer en de diepte der jaren,<<Die>> Strudlhofstiege oder Melzer und die Tiefe der Jahre,Amsterdam,XA-NL
15952,990016642810603338,9783928788656,2008,"Burg, Josef",ger,yid,<<Ein>> Stück trockenes Brot,fail,Winsen/Luhe,XA-DE
15955,990006841670603338,3423131578,2004,"Greene, Graham",ger,eng,<<Die>> Stunde der Komödianten,<<The>> comedians,München,XA-DE
15959,990012572630603338,9984729699,2005,"Rilke, Rainer Maria",ger,ger,Stundu grāmata,fail,Rīga,XA-LV
15960,990011718260603338,5890912089,2004,"Schneider, Robert",rus,ger,Stupajuščaja po vozduchu,<<Die>> Luftgängerin,Sankt-Peterburg,XA-RU
15975,990005407520603338,8484280179,2001,"Zweig, Stefan",spa,ger,Sueños olvidados y otros relatos,fail,Barcelona,XA-ES
15996,990011511860603338,8467505893,2005,"Brezina, Thomas",spa,ger,<<Un>> supercaso para ti y el Equipo Tigre,Wohin verschwand die 6.?,Madrid,XA-ES
15997,990011511880603338,846750594X,2005,"Brezina, Thomas",spa,ger,<<Un>> supercaso para ti y el Equipo Tigre,Jagd auf den unsichtbaren Dieb,Madrid,XA-ES
16011,990008313530603338,8984150258,2003,"Bernhard, Thomas",kor,ger,Sŭpkwan-ŭi-him,<<Die>> Macht der Gewohnheit,Taejŏn,XB-KR
16012,990007814960603338,9639563382,2004,"Nöstlinger, Christine",hun,ger,Suzi már csak ilyen!,Echt Susi,Budapest,XA-HU
16013,990008327420603338,9639307629,2002,"Nöstlinger, Christine",hun,ger,Suzi titkos naplója,Susis geheimes Tagebuch,Budapest,XA-HU
16017,990014045700603338,9958590484,2007,fail,bos,ger,Svijet o kojem pišem,fail,Sarajevo,XA-BA
16023,990014845150603338,1847243886,2008,"Hochgatterer, Paulus",eng,ger,<<The>> sweetness of life,<<Die>> Süße des Lebens,London,XA-GB
16025,990012221970603338,9604530100,2006,"Nöstlinger, Christine",gre,ger,<<Hē>> syllogē tu Nikola,"Rudi sammelt <griech., neugriech.>",Athēna,XA-GR
16028,990015967890603338,9789639534797,2007,"Roth, Joseph",hun,ger,<<A>> szent korhely legendája,fail,Budapest,XA-HU
16030,990037051880603338,9789639338654,2008,"Bohatta, Ida",hun,ger,Szerencse fel!,Glückauf!,Budapest,XA-HU
16031,990009450590603338,9635476507,2002,"Kubelka, Susanna",hun,ger,<<A>> szétfeszített fűző,<<Das>> gesprengte Mieder,Budapest,XA-HU
16033,990037054910603338,9789639338647,2008,"Bohatta, Ida",hun,ger,Szívem elsö gondolata Istené,Mit Gott fang an,Budapest,XA-HU
16035,990016065080603338,9789639338616,2007,"Bohatta, Ida",hun,ger,Szorgos hangya néne,Frau Ameis ist fleißig,Budapest,XA-HU
16037,990016600310603338,9788392504078,2007,"Händl, Klaus",pol,ger,Sztuki,fail,Kraków,XA-PL
16052,990046222670603338,3922660444,1990,"Csáth, Géza",ger,hun,Tagebuch,fail,Berlin,XA-DE
16056,990037604390603338,8071493333,2000,"Schnitzler, Arthur",hun,ger,Tágra zárt szemek,Traumnovelle,Pozsony,XA-SK
16059,990007975000603338,9524713608,2004,"Rilke, Rainer Maria",ger,ger,Tahto tahtojen,fail,Helsinki,XA-FI
16060,990013149590603338,9788386872893,2007,"Canetti, Elias",pol,ger,Tajemne serce zegara,<<Das>> Geheimherz der Uhr,Sejny,XA-PL
16061,990017212270603338,9788025307649,2008,"Brezina, Thomas",cze,ger,Tajemství sříbrných vlků,<<Das>> Geheimnis der Geisterwölfe,Praha,XA-CZ
16067,990017548760603338,8371634595,2006,"Dempf, Peter",pol,ger,Tak mi lekko na sercu,Mir ist so federleicht ums Herz,Warszawa,XA-PL
16070,990036950890603338,9991842357,2004,"Zweig, Stefan",fao,ger,Talvsøga,Schachnovelle,Hoyvik,XK-FO
16073,990015036050603338,4122045207,2005,"Sacher-Masoch, Leopold <<von>>",jpn,ger,Tamashii o asaru onna,<<Die>> Seelenfängerin,Tōkyō,XB-JP
16074,990037870760603338,fail,1961,fail,scr,ger,Tamna strana mjeseca,fail,Rijeka,XA-YUCS
16083,990014848160603338,157241149X,2008,"Torberg, Friedrich",eng,ger,Tante Jolesch or The decline of the West in anecdotes,Tante Jolesch oder Der Untergang des Abendlandes,"Riverside, Calif.",XD-US
16090,990006806500603338,1862075670,2004,"Roth, Joseph",eng,ger,Tarabas,Tarabas,London,XA-GB
16099,990017275170603338,9754063117,2005,"Kafka, Franz",tur,ger,Taşrada düğün hazırlıkları,Hochzeitsvorbereitungen auf dem Lande und andere Prosa aus dem Nachlass,"Beyoğlu, İstanbul",XB-TR
16107,990008367800603338,8274881141,2001,"Bernhard, Thomas",nor,ger,Teatermakeren,<<Der>> Theatermacher,[Oslo],XA-NO
16112,990036950900603338,9789630781756,2008,"Zweig, Stefan",hun,ger,<<A>> tegnap világa,<<Die>> Welt von Gestern,Budapest,XA-HU
16119,990017264550603338,8845913848,1998,"Perutz, Leo",ita,ger,Tempo di spettri,"Wohin rollst du, Äpfelchen ...",Milano,XA-IT
16124,990011722750603338,9639420506,[2006],"Brezina, Thomas",hun,ger,Térdnadrágos detektívek klubja,<<Das>> Phantom der Schule,Pápa,XA-HU
16125,990011500950603338,9639420409,[2005],"Brezina, Thomas",hun,ger,Térdnadrágos detektívek klubja,Gift für den Killerwal,Pápa,XA-HU
16126,990015062810603338,9789639420595,[2007],"Brezina, Thomas",hun,ger,Térdnadrágos detektívek klubja,<<Das>> Mädchen aus der Pyramide,Pápa,XA-HU
16127,990011531980603338,9639420468,[2006],"Brezina, Thomas",hun,ger,Térdnadrágos detektívek klubja,<<Das>> Haus der Höllensalamander,Pápa,XA-HU
16128,990016108140603338,9789639420854,[2008],"Brezina, Thomas",hun,ger,Térdnadrágos detektívek klubja,<<Der>> Turm des Hexers,Pápa,XA-HU
16129,990014102090603338,963942045X,[2008],"Brezina, Thomas",hun,ger,Térdnadrágos detektívek klubja,Wenn der Wolfsmann heult,Pápa,XA-HU
16130,990011500940603338,9639420417,[2005],"Brezina, Thomas",hun,ger,Térdnadrágos detektívek klubja,<<Die>> Jagd nach Dr. Quallenstein,Pápa,XA-HU
16131,990014102080603338,9639420514,[2008],"Brezina, Thomas",hun,ger,Térdnadrágos detektívek klubja,<<Die>> Gänsehaut-Orgel,Pápa,XA-HU
16132,990015062820603338,9789639420663,[2007],"Brezina, Thomas",hun,ger,Térdnadrágos detektívek klubja,<<Das>> Internat der Geister,Pápa,XA-HU
16138,990007876630603338,8835940621,1996,"Kraus, Karl",ita,ger,<<La>> terza notte di Valpurga,Dritte Walpurgisnacht,Roma,XA-IT
16142,990016185060603338,9789188858122,2008,"Rilke, Rainer Maria",swe,ger,Testamente,<<Das>> Testament,[Stockholm],XA-SE
16148,990006228090603338,3717520067,2002,Sholem Aleykhem,ger,yid,"Tewje, der Milchmann",Tevjeh der milchiger,Zürich,XA-DE
16168,990008636580603338,1931243743,2005,"Celan, Paul",eng,ger,Threadsuns,Fadensonnen,København [u.a.],XA-DK
16171,990008078680603338,1585674486,2003,"Roth, Joseph",eng,ger,Three novellas,fail,"Woodstock, NY [u.a.]",XD-US
16174,990010711360603338,9603256382,2006,"Roth, Joseph",gre,ger,<<Ho>> thrylos tu hagiu potē,"<<Die>> Legende vom heiligen Trinker <griech., neugriech.>",Athēna,XA-GR
16175,990006235180603338,1904738001,2004,"Glauser, Friedrich",eng,ger,Thumbprint,Schlumpf Erwin Mord,London,XA-GB
16179,990014047760603338,9549688291,2004,"Lenau, Nikolaus",bul,ger,Ticha sigurnost,fail,Sofija,XA-BG
16181,990016379590603338,9788420682457,2008,"Menasse, Robert",spa,ger,"Tiempos felices, frágil mundo","Selige Zeiten, brüchige Welt",Madrid,XA-ES
16182,990014628560603338,8711092440,2001,"Brezina, Thomas",dan,ger,Tiger-Team,Piraten aus dem Weltraum,[København],XA-DK
16183,990014628580603338,8711092467,2001,"Brezina, Thomas",dan,ger,Tiger-Team,<<Das>> Phantom auf dem Fussballplatz,[København],XA-DK
16184,990014628650603338,8711092483,2001,"Brezina, Thomas",dan,ger,Tiger-Team,<<Der>> Reiter ohne Gesicht,[København],XA-DK
16185,990014628710603338,8711092076,2001,"Brezina, Thomas",dan,ger,Tiger-Team,Feuerauge - Streng geheim,[København],XA-DK
16186,990014628760603338,8711092092,2001,"Brezina, Thomas",dan,ger,Tiger-Team,<<Der>> Totenkopf-Helm,[København],XA-DK
16187,990017533260603338,1590511182,2004,"Jungk, Peter Stephan",eng,ger,Tigor,Tigor,"New York, NY",XD-US
16191,990003614230603338,9171393331,1996,"Handke, Peter",swe,ger,Timmen när vi inte visste något om varandra,Die Stunde da wir nichts voneinander wußten,Stockholm,XA-SE
16200,990014080620603338,9789636284763,2007,"Brezina, Thomas",hun,ger,Titkos rémkönyv,<<Das>> streng geheime Spuk- und Gruselbuch,Budapest,XA-HU
16202,990008495730603338,9781904614104,2005,"Trakl, Georg",ger,ger,To the silenced,fail,Todmorden,XA-GB
16217,990014273770603338,9788476697665,2006,"Geiger, Arno",spa,ger,Todo nos va bien,Es geht uns gut,Barcelona,XA-ES
16219,990014839300603338,9788431681067,2008,fail,spa,ger,Todos para uno y uno para todos,fail,Barcelona,XA-ES
16221,990005254470603338,9639280623,2002,"Greller, Christl",hun,ger,Törések,Brüche/Aufbrüche,Miskolc,XA-HU
16222,990007033950603338,9639338214,[2002],"Bohatta, Ida",hun,ger,Törpe Úrfi fogadója,<<Der>> Heinzelwirt,Budapest,XA-HU
16223,990007033940603338,9639338125,[2001],"Bohatta, Ida",hun,ger,Törpi téli kuckója,Piep und Maus im Winter zu Haus,Budapest,XA-HU
16226,990006761910603338,fail,2003,"Zweig, Stefan",scc,ger,Tolstoj i Niče,Drei Dichter ihres Lebens <Ausz. serb.>,Podgorica,XA-SP
16234,990007587820603338,8949170736,2003,"Nöstlinger, Christine",kor,ger,Tongsaeng-i-saenggindaeyo!,Babygeschichten vom Franz,Sŏul,XB-KR
16235,990005248060603338,1862073031,1999,"Canetti, Elias",eng,ger,<<The>> tongue set free,<<Die>> gerettete Zunge,London,XA-GB
16237,990004267200603338,3930243172,2000,"Soltermann, E. Johannes",ger,eng,<<Das>> Tor,<<The>> gate,Düsseldorf,XA-DE
16243,990007846000603338,9500723603,2003,"Canetti, Veza",spa,ger,<<Las>> tortugas,<<Die>> Schildkröten,Buenos Aires,XD-AR
16248,990012057740603338,8025302415,2006,"Brezina, Thomas",cze,ger,Totálně ulítlé prázdniny,Verhexte Ferien,Havlíčkův Brod,XA-CZ
16249,990006008480603338,3935822642,2003,"Rodenbach, Georges",ger,fre,<<Das>> tote Brügge,Bruges-la-morte,[Leipzig],XA-DE-RP
16252,990016592890603338,9788090384279,2008,"Jelinek, Elfriede",cze,ger,Totenauberg,Totenauberg,Praha,XA-CZ
16253,990009416860603338,4883030342,1996,"Jelinek, Elfriede",jpn,ger,Tōtenauberuku,Totenauberg,Tōkyō,XB-JP
16272,990005679600603338,3491960886,2003,"Schnitzler, Arthur",ger,spa,<<Die>> Traumnovelle,fail,Düsseldorf,XA-DE
16282,9959092209903338,9788205217669,1993,"Handke, Peter",nor,ger,Tre forsøk,<<Die>> drei Versuche,Oslo,XA-NO
16283,990043316720603338,fail,1957,"Musil, Robert",swe,ger,Tre kvinnor,Drei Frauen,Stockholm,XA-SE
16289,990007860050603338,9603757004,2004,"Musil, Robert",gre,ger,Treis gynaikes,"Drei Frauen <griech., neugriech.>",Athēna,XA-GR
16291,990017264710603338,8845921298,2006,"Bachmann, Ingeborg",ita,ger,<<Il>> trentesimo anno,<<Das>> dreißigste Jahr,Milano,XA-IT
16292,990009241330603338,2253130591,2005,"Zweig, Stefan",fre,ger,<<Les>> très riches heures de l'humanité,Sternstunden der Menschheit,Paris,XA-FR
16296,990043288510603338,fail,1986,"Musil, Robert",scr,ger,Tri žene,Drei Frauen,Zagreb,XA-YUCS
16297,990014863360603338,9788684077259,2007,"Musil, Robert",scc,ger,Tri žene,Drei Frauen,Beograd,XA-SP
16298,990045991150603338,9789989183430,2008,"Musil, Robert",mac,ger,Tri ženi,Drei Frauen,Skopje,XA-MK
16300,990008009350603338,1843914018,2005,"Kafka, Franz",eng,ger,<<The>> trial,<<Der>> Prozess,London,XA-GB
16302,990015968920603338,9781840220971,2008,"Kafka, Franz",eng,ger,<<The>> trial,<<Der>> Prozeß,Ware,XA-GB
16304,990012044710603338,8484378861,2006,"Musil, Robert",cat,ger,<<Les>> tribulacions del jove Törless,<<Die>> Verwirrungen des Zöglings Törless,Barcelona,XA-ES
16305,990038766510603338,9788484373421,2008,"Musil, Robert",cat,ger,<<Les>> tribulacions del jove Törless,<<Die>> Verwirrungen des Zöglings Törless,Barcelona,XA-ES
16306,990017254120603338,fail,1901,"Schnitzler, Arthur",rus,ger,Trilogija,fail,Moskva,XA-RU
16307,990017536210603338,fail,1910,"Schnitzler, Arthur",rus,ger,Trilogija.,fail,Moskva,XA-RU
16312,990008265970603338,9023412958,2004,"Schrott, Raoul",dut,ger,Tristan da Cunha,Tristan da Cunha oder Die Hälfte der Erde,Amsterdam,XA-NL
16318,990004068280603338,3293002471,1998,"Ak'abal, Humberto",ger,spa,Trommel aus Stein,fail,Zürich,XA-CH
16328,9958594980203338,fail,1994,fail,vie,ger,Truyện Cổ Dân Gian Áo,fail,Hà Nội,XB-VN
16329,9958593963603338,fail,2005,fail,vie,ger,Truyện Cổ Dân Gian Áo,fail,Hà Nội,XB-VN
16331,990037881290603338,9986394457,2006,"Zweig, Stefan",lit,ger,Trys savo gyvenimo dainiai,Drei Dichter ihres Lebens,Vilnius,XA-LT
16336,990014125780603338,9984101266,2002,"Simmel, Johannes Mario",lav,ger,Tu nedrīksti pārlieku bēdāties ...,Das geheime Brot,Rīgā,XA-LV
16349,990008500530603338,1901285618,2006,"Zweig, Stefan",eng,ger,Twenty-four hours in the life of a woman,Vierundzwanzig Stunden im Leben einer Frau ; Schachnovelle,London,XA-GB
16350,990005948440603338,1901285480,2003,"Zweig, Stefan",eng,ger,Twenty-four hours in the life of a woman,Vierundzwanzig Stunden im Leben einer Frau,London,XA-GB
16351,990048863040603338,fail,1968,"Basil, Otto",eng,ger,<<The>> twilight men,Wenn das der Führer wüsste,"New York, NY",XD-US
16352,990027880070603338,fail,1946,"Weiskopf, Franz C.",eng,ger,Twilight on the Danube,fail,New York,XD-US
16353,990008190140603338,190128557X,2005,"Zweig, Stefan",eng,ger,Twilight,Geschichte eines Untergangs,London,XA-GB
16357,990017657140603338,fail,1961,fail,scr,ger,U ime đavola,fail,Rijeka,XA-YUCS
16358,990048901540603338,fail,1985,"Cankar, Ivan",scr,slv,U Klancu,Na klancu,Zagreb,XA-YUCS
16361,990007006850603338,fail,2000,"Szyszkowitz, Gerald",rus,ger,Ubijstvo u Steny Plača,Mord vor der Klagemauer,Sankt-Peterburg,XA-RU
16363,990014448050603338,591181014X,2006,"Handke, Peter",rus,ger,Učenie gory Sen-Viktuar,<<Die>> Lehre der Sainte-Victoire,Sankt-Peterburg,XA-RU
16364,990007801220603338,9616446460,2003,"Jelinek, Elfriede",slv,ger,Učiteljica klavirja,<<Die>> Klavierspielerin,Ljubljana,XA-SI
16365,990039804190603338,8071865648,2001,"Brezina, Thomas",cze,ger,Údolí hučících jeskyní,<<Das>> Tal der heulenden Höhlen,Praha,XA-CZ
16368,990015041310603338,9783462040364,2008,"Mazya, ʿEdnah",ger,heb,Über mich sprechen wir ein andermal,<<The>> unsatisfied,Köln,XA-DE
16376,990007998530603338,9639338028,[2001],"Bohatta, Ida",hun,ger,Üdvöz légy Mária!,Gegrüßet seist du Maria,Budapest,XA-HU
16383,990048861720603338,9536359545,2001,"Bogdanović, Bogdan",hrv,ger,Ukleti neimar,<<Der>> verdammte Baumeister,Split,XA-HR
16384,990014423220603338,8025302946,2006,"Brezina, Thomas",cze,ger,Úkryt posledního vlkodlaka,<<Das>> Versteck des letzten Werwolfs,Havlíčkův Brod,XA-CZ
16385,990046995750603338,8778893089,2007,fail,dan,ger,Ulf og de syv gedekid,fail,[København],XA-DK
16387,990008976410603338,2752901461,2006,"Baum, Vicki",fre,ger,Ulle,"Ulle, der Zwerg",Paris,XA-FR
16388,990005821110603338,8477273693,2002,"Zweig, Stefan",cat,ger,<<Els>> ulls del germà etern,<<Die>> Augen des ewigen Bruders,Barcelona,XA-ES
16389,990045056910603338,9789735020644,2008,"Doderer, Heimito <<von>>",rum,ger,Ultima aventură,<<Das>> letzte Abenteuer,Bucureşti,XA-RO
16401,990005450520603338,fail,2001,"Djerassi, Carl",ger,eng,Unbefleckt,An immaculate misconception,Weinheim,XA-DE
16408,990006014190603338,3892445141,2002,"Weiss, Otto",ger,cze,"Und Gott sah, daß es schlecht war",fail,Göttingen,XA-DE
16412,990004680030603338,3859900048,2001,fail,ger,spa,Und träumten vom Leben,fail,Zürich,XA-CH
16420,990006805350603338,9197386251,2001,"Musil, Robert",swe,ger,<<Den>> unge Törless förvillelser,<<Die>> Verwirrungen des Zöglings Törless,[Stockholm],XA-SE
